timestamp,price,d40_high,d40_low,atr,dist_to_high_pct,dist_to_low_pct,has_position
2026-07-05T06:09:45.466Z,1763.09,1798.83,1730.37,11.68,2.03,1.86,0
2026-07-05T06:10:45.467Z,1762.22,1798.83,1730.37,11.73,2.08,1.81,0
2026-07-05T06:11:45.471Z,1762.68,1798.83,1730.37,11.73,2.05,1.83,0
2026-07-05T06:12:45.466Z,1762.25,1798.83,1730.37,11.73,2.08,1.81,0
2026-07-05T06:13:45.469Z,1763.11,1798.83,1730.37,11.73,2.03,1.86,0
2026-07-05T06:14:45.492Z,1763.31,1798.83,1730.37,11.73,2.01,1.87,0
2026-07-05T06:15:45.471Z,1763.83,1798.83,1730.37,11.73,1.98,1.90,0
2026-07-05T06:16:45.468Z,1762.60,1798.83,1730.37,11.73,2.06,1.83,0
2026-07-05T06:17:45.472Z,1762.00,1798.83,1730.37,11.73,2.09,1.80,0
2026-07-05T06:18:45.475Z,1762.79,1798.83,1730.37,11.73,2.04,1.84,0
2026-07-05T06:19:45.469Z,1763.98,1798.83,1730.37,11.73,1.98,1.91,0
2026-07-05T06:20:45.473Z,1763.57,1798.83,1730.37,11.73,2.00,1.88,0
2026-07-05T06:21:45.471Z,1763.93,1798.83,1730.37,11.73,1.98,1.90,0
2026-07-05T06:22:45.479Z,1762.92,1798.83,1730.37,11.73,2.04,1.85,0
2026-07-05T06:23:45.484Z,1762.80,1798.83,1730.37,11.73,2.04,1.84,0
2026-07-05T06:24:45.477Z,1762.91,1798.83,1730.37,11.73,2.04,1.85,0
2026-07-05T06:25:45.479Z,1762.94,1798.83,1730.37,11.73,2.04,1.85,0
2026-07-05T06:26:45.477Z,1763.05,1798.83,1730.37,11.73,2.03,1.85,0
2026-07-05T06:27:45.482Z,1763.25,1798.83,1730.37,11.73,2.02,1.86,0
2026-07-05T06:28:45.479Z,1763.69,1798.83,1730.37,11.73,1.99,1.89,0
2026-07-05T06:29:45.475Z,1763.99,1798.83,1730.37,11.73,1.98,1.91,0
